Serial Number,License Type Code,License Class Code,Certificate Number,Premise Name,DBA,Premise Address,Premise Address 2,Premise Zip,License Issued Date,License Expiration Date,Method of Operation,Days/Hours of Operation,Other
1194060,L,222,922699,CELLAR 2303 LLC,BOTTLE & SOUL,1200 LEXINGTON AVENUE,Not Available,10028,11/29/19,11/30/22,LIQUOR STORE SELLING WINES & LIQUOR,Not Available,Not Available
1279926,OP,252,928139,169 EIGHTH RESTAURANT CORP,COOPERS CRAFT AND KITCHEN,169 8TH AVE,Not Available,10011,11/2/20,11/30/22,RESTAURANT SERVING BEER WINE AND LIQUOR CIDER,CB4 Stip:Sun-Wed 11am-2am Thurs-Sat 11am-3am,Recorded music
1280737,AX,122,938181,E T FRESH FOOD USA INC,Not Available,63-01 ROOSEVELT AVE,Not Available,11377,11/20/20,10/31/23,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
2205838,OP,252,928671,JOE & DENA WILLYS CORP,JOE WILLYS SEAFOOD RESTAURANT,1817 SOUTH RD,Not Available,12590,11/20/20,11/30/22,RESTAURANT SERVING LIQUOR WINE BEER & CIDER,Not Available,Recorded Music - Licensed Patio
1302089,AX,122,932698,SINAI GOURMET DELI INC,Not Available,26-18 21ST ST,Not Available,11102,7/21/20,6/30/23,GROCERY STORE SELLING BEER AND WINE PRODUCTS,Not Available,Not Available
1318829,L,222,904663,268 MIDDLE COUNTRY LIQUORS INC,PATH LIQUORS,268 MIDDLE COUNTRY RD,Not Available,11727,11/19/19,10/31/22,LIQUOR STORE SELLING WINE AND LIQUOR,Not Available,Not Available
1256232,L,222,937617,ASTORIA PARK WINE AND SPIRITS LLC,Not Available,28 07 24TH AVE,Not Available,11102,10/21/20,10/31/23,LIQUOR STORE SELLING LIQUOR AND WINE,Not Available,Not Available
2207966,WS,308,922907,CARROS ENTERPRISES LLC,KIAMIE WINE CELLARS,9750 ADELAIDA RD,Not Available,93446,12/10/19,12/31/22,DIRECT WINE SHIPPER,Not Available,Not Available
1034619,A,122,924163,M & N MEATS INC,BUTCHERS BLOCK,40 15 QUEENS BLVD,Not Available,11104,1/23/20,2/28/23,GROCERY STORE SELLING BEER CIDER,Not Available,Not Available
1131302,OP,252,925046,MT SINAI ENTERPRISES CORP,MT SINAI HERITAGE DINER,275 RTE 25A,Not Available,11766,8/14/20,8/31/22,RESTAURANT SERVING BEER WINE LIQUOR & CIDER,Not Available,Not Available
1325946,RW,341,836357,NOVA ERA GROUP LLC,EL FOGON DOMINICAN KITCHEN,1368 CASTLE HILL AVE,Not Available,10462,8/24/20,7/31/22,RESTAURANT SERVING WINE BEER AND CIDER,FB Stip: 11pm Closing Daily,FB Stip: Recorded Music and Jukebox Only.  No Promo No DJ No Karaoke
1323418,AX,122,931916,2665 MINI MARKET JR CORP,Not Available,2665 PITKIN AVE,Not Available,11208,7/10/20,6/30/23,GROCERY STORE SELLING BEER AND WINE PRODUCTS,Not Available,Not Available
3155499,OP,252,926079,RUSTY BUFFALO INC,RUSTY BUFFALO SPORTS PUB & GRILL,270 CENTER RD,Not Available,14224,9/15/20,10/31/22,BAR/TAVERN SERVING BEER WINE LIQUOR & CIDER,Not Available,licensed patio
3160060,AX,122,938052,DAVIS ENTERPRISES WEST INC,7 ELEVEN STORE #35154A,3725 SOUTH PARK AVE,Not Available,14219,11/12/20,12/31/23,GROCERY STORE SELLING BEER AND WINE PRODUCTS,Not Available,Not Available
1210439,AX,122,934176,23RD ST GENERAL MARKET & DELI CORP,Not Available,713 4TH AVE,4TH AVE & 23RD ST,11232,9/2/20,9/30/23,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Daily 7am to 10pm,Not Available
3158537,L,222,925109,BRIAN J WEBSTER,NORTHSIDE LIQUOR COMPANY,9 ONTARIO ST,Not Available,14830,3/6/20,2/28/23,LIQUOR STORE SELLING WINE AND LIQUOR,Not Available,658 sq ft
2195445,DA,206,925652,TACONIC DISTILLERY LLC,TACONIC DISTILLERY,215 BOWEN RD,Not Available,12581,4/2/20,3/31/23,DISTILLER CLASS A-1,Not Available,Not Available
1263563,OP,252,926949,SAKAMAI LLC,SAKAMAI,157 LUDLOW ST,Not Available,10002,10/8/20,10/31/22,RESTAURANT SERVING BEER WINE LIQUOR & CIDER,CB3 APPROVED HRS: M-F 5:00PM TO 4:00AM-Sa & Su 11:00AM-4:00AM,ALL FACADE DOORS AND WINDOWS CLOSED AT 10PM EVERY DAY RECORDED MUSIC  POST SIGNS ON FACADE ASKING PATRONS TO BE QUIET
1278710,EB,141,932838,SOUTHAMPTON ENTERPRISES LLC,CITARELLA,20 22 HAMPTON RD,Not Available,11968,7/30/20,7/31/23,RESTAURANT SERVING BEER & CIDER ONLY,Not Available,No music no dancing and no outdoor area
3130707,DB,202,921203,MOTTS LLP,Not Available,4363 ROUTE 104,Not Available,14589,9/17/19,9/30/22,DISTILLER CLASS B,Not Available,operate a rectifying plant
1296728,OP,252,928226,MERRICK BLVD BBQ RESTAURANT & CATERING INC,SMOKE BBQ PIT,129-21 MERRICK BLVD,Not Available,11434,11/4/20,10/31/22,RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,Not Available,Recorded Music
3003104,CL,243,927457,ALDEN POST 1377 OF,THE AMERICAN LEGION INC,13143 BROADWAY,Not Available,14004,10/26/20,9/30/22,CLUB TAVERN RESTAURANT SERVING BEER WINE AND LIQUOR CIDER,Not Available,Members only - not open to the public
1299057,OP,252,926510,HOT POT UNDER DE TREE INC,PATRICK'S PLACE,2835 FREDERICK DOUGLAS BLVD,Not Available,10039,9/24/20,9/30/22,BAR/TAVERN SERVING LIQUOR WINE BEER AND CIDER,Not Available,Recorded and Live Music Permitted  and No Dancing
1326299,A,122,905040,C & T GROCERY CORP,Not Available,4023 8TH AVE,Not Available,11232,7/15/20,6/30/23,GROCERY STORE SELLING BEER,Not Available,Not Available
1299291,AX,122,924449,2908 HOT SPOT DELI GROCERY INC,Not Available,2908 FULTON ST,Not Available,11207,2/3/20,1/31/23,GROCERY STORE SELLING BEER AND WINE PRODUCTS,Not Available,Not Available
1209446,CT,246,924776,COMPASS GROUP USA INC,REST ASSOC   29TH FLOOR,1 BRYANT PK 1111 AVE AMERICA,42ND & 43RD STREETS,10036,8/6/20,8/31/22,CATERING FACILITY SERVING BEER WINE LIQUOR & CIDER,Not Available,Not Available
3012386,CT,246,926566,TOWN OF CARLTON NO 1 INC,TOWN OF CARLTON FIRE CO #1,1853 OAK ORCHARD RD,NOT-FOR-PROFIT W/PUBLIC LIC,14411,9/28/20,9/30/22,CATERING FACILITY SERVING BEER WINE LIQUOR & CIDER,Not Available,Fire Station
2205296,AX,122,921138,SHAUN M OLLEY,NU BREN WAY,43709 NYS RTE 3,Not Available,13665,9/13/19,10/31/22,GROCERY STORE SELLING BEER WINE PRODUCTS AND CIDER,Not Available,Not Available
2218360,WS,308,917714,WALTER HANSEL WINERY & VINEYARDS LLC,WALTER HANSEL WINERY,5465 HALL RD,Not Available,95401,9/10/19,8/31/22,DIRECT WINE SHIPPER,Not Available,Not Available
2218099,FW,302,916725,QUARRY RIDGE WINERY LLC,Not Available,4242 STATE RTE 90,Not Available,13160,8/12/20,7/31/23,FARM WINERY,Not Available,Not Available
1158180,AX,122,922318,LAXMIDEVI INC,7-ELEVEN STORE # 29729,150 N MAIN STREET,MELVILLE RD AND RAILROOD AVE,11735,11/14/19,11/30/22,GROCERY STORE SELLING BEER WINE COOLER & CIDER PRODUCTS,Not Available,Not Available
1295447,AX,122,920794,711 FOOD MART & DELI CORP,FRESH FOOD MART & DELI,711 KNICKERBOCKER AVE,Not Available,11221,8/20/19,8/31/22,GROCERY STORE SELLING BEER AND WINE PRODUCTS,Not Available,Not Available
2195026,BP,144,925899,BULKA AND SONS LLC,THE RED BARN CLUBHOUSE,2322 STATE RTE 7,Not Available,12043,4/17/20,4/30/23,GOLF CART SERVING BEER,Not Available,Not Available
1010419,AX,122,927445,TOZANLI INC,EXXON GAS & CONVIENCE STRE,3031 CONEY ISLAND AVENUE,Not Available,11235,6/23/20,6/30/23,GROCERY STORE SELLING BEER CIDER AND WINE COOLER PRODUCTS,Not Available,Not Available
1296570,AX,122,921459,YEMEN DELI CORP,Not Available,561 GRAND ST,Not Available,11211,9/30/19,10/31/22,GROCERY STORE SELLING BEER CIDER & WINE PRODUCTS,Not Available,Not Available
1298831,EB,141,925316,SALITOS DELI CORP,DELI QUETZAL,427 CLINTON ST,Not Available,11550,3/17/20,3/31/23,EATING PLACE SERVING BEER AND CIDER,FB Stips: Hours of Operation 4am to Closing at 10pm,FB Stips:  Recorded Music only - off by 9pm
1246151,EB,141,925830,GRACE FARMS INC,CITY CAFE,35 W 43RD STREET,Not Available,10036,4/9/20,4/30/23,EATING PLACE SERVING BEER & CIDER,Not Available,Not Available
2195564,AX,128,934955,MIRABITO HOLDINGS INC,MIRABITO #78 MANLEYS MIGHTY MART,715 UPPER COURT ST,Not Available,13904,10/16/20,10/31/23,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1295262,HL,242,928022,PONTE GADEA PARK LLC & CITUSA PARK AVENUE LLC,70 PARK AVENUE HOTEL AND SILVER LEAF,70 PARK AVE,Not Available,10016,10/27/20,10/31/22,HOTEL SERVING LIQUOR WINE BEER AND CIDER,Not Available,Not Available
2203127,A,122,932790,DEXTER MARKET INC,DEXTER MARKET,308 BROWN ST,Not Available,13634,7/27/20,6/30/23,GROCERY STORE SELLING BEER & CIDER,Not Available,Not Available
2506780,OP,252,925993,S & S TAVERNS OF ONEONTA INC,SIP & SAIL TAVERN,80 WATER STREET,Not Available,13820,9/11/20,9/30/22,TAVERN SERVING BEER WINE CIDER & LIQUOR,Not Available,Jukebox
1042561,AX,122,926131,K P DELI CORP,Not Available,255 HYLAN BLVD,Not Available,10305,5/1/20,6/30/23,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
2220232,WS,308,923128,FAT BOYS INC,FIREHOUSE WINE CELLARS,616 MAIN ST,Not Available,57701,1/15/20,12/31/22,DIRECT WINE SHIPPER,Not Available,Not Available
2160625,OP,252,926091,HEADLEY MCANUS INC,ABELS PUB,65 ROTARY AVE,Not Available,13905,9/15/20,9/30/22,TAVERN SERVING LIQUOR WINE CIDER  AND BEER,recorded juke box music live music and dancing now permitted,back yard patio
2210021,WS,308,937749,HILLSIDE WINERY INC,HILLSIDE WINERY,229 COLLIER DR,Not Available,37862,10/27/20,10/31/23,DIRECT WINE SHIPPER,Not Available,Not Available
1038258,AX,122,921437,DONG KUN SHIN,YOUNG FOOD MARKET,20 07 NEW HAVEN AVENUE,Not Available,11691,9/30/19,10/31/22,GROCERY STORE SELLING BEER WINE & CIDER PRODUCTS,Not Available,Not Available
2000238,AX,128,934108,MARTIN'S FOODS OF SOUTH BURLINGTON LLC,HANNAFORD SUPERMARKET & PHARMACY #8393,5239 WESTERN TURNPIKE,Not Available,12009,9/1/20,9/30/23,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1010524,AX,122,921553,EDDY M PENA,KIARA DELI GROCERY,262 ST NICHOLAS AVE,Not Available,11237,10/9/19,11/30/22,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
2196690,RW,341,842780,CANVAS CORKS & FORKS LLC,Not Available,402 UNION ST,Not Available,12305,10/14/20,9/30/22,RESTAURANT SERVING BEER CIDER AND WINE ONLY,Not Available,Not Available
1282279,RW,341,842812,12 APOSTLES LLC,BRAVO PIZZA,6 E 42ND ST,Not Available,10017,10/27/20,11/30/22,RESTAURANT SERVING BEER CIDER AND WINE,Not Available,Not Available
1321277,RW,341,836421,DIG INN 127 FOURTH AVE LLC,Not Available,127 4TH AVE,SPACE 3,10003,10/22/20,9/30/22,RESTAURANT SELLING BEER WINE AND CIER,CB 3 Stip: Open Daily Sun-Sa 11 Am - 10Pm,Recorded music
3008465,OP,252,928546,TDS UPPER DECK INC,Not Available,7311 7313 E MAIN ST,PO BOX 261,14485,11/16/20,11/30/22,TAVERN RESTAURANT SERVING BEER WINE LIQUOR & CIDER,Not Available,Not Available
2221294,AX,122,933135,SHK PETROLEUM INC,Not Available,775 COLUMBIA TPKE,Not Available,12061,8/11/20,7/31/23,GROCERY STORE SELLING BEER CIDER & WINE PRODUCTS,Not Available,Not Available
2208001,AX,122,927431,LAVIGNE HOLDINGS LLC,LAVIGNE'S IGA OF POTSDAM,27 ELM ST,Not Available,13676,6/23/20,6/30/23,GROCERY STORE SELLING BEER AND WINE PRODUCTS,Not Available,Not Available
1144147,HL,242,928491,DOWNTOWN LLCTHE,HOTEL ON RIVINGTON; S'ZEN,107 RIVINGTON ST,LUDLOW & ESSEX,10002,11/16/20,11/30/22,HOTEL RESTAURANT SERVING BEER WINE AND LIQUOR CIDER,CB Stip:Close facade doors/windows at 10pm everynight,Security Personnel designated to elevate sidewalk overcrowding in front of premises
1276411,AX,122,924425,CP FAMILY MARKET CORP,KEY FOOD SUPERMARKET,1517 122ND ST,Not Available,11356,2/3/20,2/28/23,GROCERY STORE SELLING BEER WINE & CIDER PRODUCTS,Not Available,Not Available
2221702,CM,110,795748,GRAVITY CIDERS INC,AWESTRUCK CIDERS,8 WINKLER RD,BUILDING 3,13838,10/20/20,4/30/23,COMBINED CRAFT MANUFACTURER,Farm Cidery Serial #2207180,Farm Distiller Serial #2221701
1151775,OP,252,925611,CIGNO ENTERPRISES INC,MERITAGE,1505 WEAVER ST,Not Available,10583,8/31/20,8/31/22,RESTAURANT SERVING LIQUOR CIDER WINE AND BEER,Not Available,Not Available
1258755,RW,341,842894,RAMA 5 INC,SPICY SHALLOT 2,1208 W BOSTON POST RD,Not Available,10543,11/17/20,12/31/22,RESTAURANT SERVING BEER WINE & CIDER,Not Available,RECORDED MUSIC PERMITTED NO DANCING
1298363,AX,122,922194,RED APPLE DELI CORP,Not Available,294 E 204TH ST,Not Available,10467,11/6/19,11/30/22,GROCERY STORE SELLING BEER WINE PRODUCTS AND CIDER,Not Available,Not Available
1311933,OP,252,926919,GV BUSSOLA RESTAURANT CORP,STEVE'S PICCOLA BUSSOLA ITALIAN RESTAURANT,352 WHEELER RD,UNIT 3,11788,10/7/20,10/31/22,RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,Not Available,Not Available
1321271,AX,122,904994,PRICED RITE DELI INC,Not Available,218-88 HEMPSTEAD AVE,Not Available,11429,3/6/20,2/28/23,GROCERY STORE SELLING BEER AND WINE PRODUCTS,Not Available,Not Available
1166473,AX,122,932795,RL FOOD CORP,KEY FOOD,116 34 QUEENS BOULEVARD,77TH STREET & 78TH STREET,11375,7/27/20,7/31/23,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1247814,OP,252,928262,AMG HOTELS #1 LLC,AI FIORI,400 5TH AVENUE,UNIT 2,10018,11/5/20,11/30/22,ON PREMISE SERVING LIQUOR BEER AND WINE CIDER,Not Available,Not Available
1305323,AX,122,937568,JRM DELI GROCERY CORP,Not Available,98 MARCUS GARVEY BLVD,Not Available,11206,10/19/20,11/30/23,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1324767,AX,122,916612,DELI & BUFFET INC,DELI & BUFFET,32 AVENUE O,Not Available,11204,6/10/20,5/31/23,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1304027,L,222,932625,OCEANA WINE & LIQUOR INC,Not Available,1053 BRIGHTON BEACH AVE,Not Available,11235,7/15/20,7/31/23,LIQUOR STORE SELLING LIQUOR & WINE,Not Available,Not Available
1324492,RW,341,836350,CHINA BULL LLC,FAT CHOY RESTAURANT,250 BROOME ST,Not Available,10002,8/18/20,7/31/22,RESTAURANT SERVING BEER WINE AND CIDER,CB3 Stips: 11:00 am through 10:00 pm Daily CB4 Stips: No Outside Area  Backround Ambient Music Only,Recorded Music
2204397,L,222,920868,BUSY BEAVER HOLDINGS LLC,ST REGIS FALLS QUICK STOP,14 SPRING ST,UNIT B,12980,8/26/19,8/31/22,LIQUOR STORE SELLING WINE AND LIQUOR,Not Available,Not Available
1265313,FW,302,925225,JEMCO WINERY ASSOCIATES INC,KONTOKOSTA WINERY,825 NORTH RD,Not Available,11944,3/11/20,4/30/23,FARM WINERY SELLING AND SERVING WINE,Not Available,Not Available
2506178,CL,243,926608,AMERICAN LEGION RAYMOND,FAULKNER COOK POST #858 OF THE,114 STATE ROUTE 49,AMERICAN LEGION DEPT OF NY INC,13042,9/29/20,9/30/22,CLUB SERVING BEER CIDER WINE AND LIQUOR,Not Available,Members only
2112982,L,222,924685,LITTLE MUSHROOM WINE & SPIRITS LLC,HIGH WITHERS WINE & SPIRITS,83 WEST MAIN STREET,Not Available,10924,2/12/20,3/31/23,LIQUOR STORE SELLING WINE AND LIQUOR CIDER,Not Available,Not Available
1319613,AX,128,926815,QUICK CHEK CORPORATION,QUICK CHEK # 181,6233 JERICHO TPKE,Not Available,11725,5/27/20,7/31/23,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1297375,AX,122,921202,J & E DYNAMIC STORE INC,LUCKY CONVENIENCE STORE,147-14 JAMAICA AVE,Not Available,11435,9/17/19,9/30/22,GROCERY STORE SELLING BEER & WINE PRODUCTS; CIDER,Not Available,Not Available
1327934,DW,301,933479,W A MEADWERKS INC,Not Available,290 N WELLWOOD AVE,Not Available,11757,10/7/20,9/30/23,Not Available,Not Available,Not Available
1159859,AX,122,933488,ABUBAKER BINMAHFOOD,170TH STREET GROCERY,160 EAST 170TH STREET,GRAND CONCOURSE & ELLIOT PLACE,10452,10/8/20,2/28/23,GROCERY BEER CIDER & WINE PRODUCTS,Not Available,Not Available
1311082,CT,246,926024,ARAMARK SERVICES INC,Not Available,200 WEST ST,AUDITORIUM & MEZZANINE,10282,9/14/20,9/30/22,CATERING FACILITY (PRIVATE EVENTS) SERVING LIQUOR WINE BEER AND CIDER,CB Stips:  5pm - 9pm Daily,CB Stips:  Recorded No Dancing
1329077,AX,122,935125,MUKTI 187 PETROLEUM INC,Not Available,187-41 HILLSIDE AVE,Not Available,11432,11/3/20,10/31/23,GROCERY STORE SELLING BEER WINE PRODUCTS AND CIDER,Not Available,Not Available
1296096,A,122,920377,G S SHELL INC,Not Available,408 ROCKAWAY TPKE,Not Available,11516,8/7/19,8/31/22,GROCERY STORE SELLING BEER & CIDER,Not Available,Not Available
1164101,A,122,926596,METRO CANDY AND GROCERY INC,METRO CANDY & GROCERY,1508 METROPOLITAN AVENUE,METROPOLITAN & AVE & LINDEN DR,10462,5/14/20,6/30/23,GROCERY STORE SELLING BEER & CIDER,Not Available,Not Available
3126575,A,122,926404,ESCARPMENT BUSINESS CO II LLC,GETTY/SUBWAY,820 CENTER ST,Not Available,14092,5/7/20,5/31/23,GROCERY SELLING BEER CIDER & WINE PRODUCTS,Not Available,Gas Station w/a Subway
1297488,RW,341,842865,NEW YORK BURGER 10TH AVE INC,NEW YORK BURGER CO.,470 W 23RD ST,Not Available,10011,11/9/20,10/31/22,RESTAURANT SERVING BEER WINE AND CIDER,CB stips: Hours 11am-11pm M-Sa; 11am-10:30pm Su,Recorded music
1295807,RW,341,842915,SHINON INC,COCORON,16 DELANCEY ST,Not Available,10002,11/23/20,12/31/22,RESTAURANT SERVING WINE BEER AND CIDER.,CB3 STIP: 11AM-12AM ALL DAYS. CLOSE FRONT DOORS/WINDOWS AT 10PM.,RECORDED MUSIC. NO DANCING.
1239044,L,222,921555,SECOND LIQUORS INC,Not Available,2 MALCOLM X BLVD,PULASKI STREET & DEKALB AVENUE,11221,10/9/19,11/30/22,LIQUOR STORE SELLING LIQUOR & WINE,Not Available,Not Available
2601773,FW,302,922293,BLACK BEAR FARM WINERY INC,Not Available,248 COUNTY RD 1,Not Available,13746,11/13/19,11/30/22,FARM WINERY,Not Available,Not Available
3157407,RW,341,842721,JAVA COUNTRY STORE LLC,Not Available,4172 RTE 98,Not Available,14113,9/28/20,10/31/22,GROCERY STORE WITH EAT IN RESTAURANT SERVING WINE BEER & CIDER,Not Available,Not Available
1006487,A,122,937892,BUSY BEE FOOD EXCHANGE LLC,Not Available,185 NASSAU AVENUE,Not Available,11222,11/3/20,11/30/23,GROCERY STORE SELLING BEER AND CIDER,Not Available,Not Available
2204305,L,222,920528,BEARFISH WINE COMPANY LLC,SOUTHBRIDGE WINES & SPIRITS,1177 VESTAL AVE,Not Available,13903,8/15/19,8/31/22,LIQUOR STORE,Not Available,2800 sq. ft.
2209250,AX,128,937608,MIRABITO HOLDINGS INC,MIRABITO #131 COOPERSTOWN,102 CHESTNUT ST,Not Available,13326,10/21/20,10/31/23,GROCERY STORE SELLING BEER WINE PRODUCTS AND CIDER,Not Available,Not Available
2204826,RW,341,842708,FRANCO'S BRICK OVEN PIZZA INC,FRANCO'S PIZZERIA,74 OAK ST,Not Available,12586,9/23/20,9/30/22,RESTAURANT SERVING BEER WINE AND CIDER,Not Available,Licensed Patio
3003194,CL,243,926038,ROBINSON HALL OFFICERS MESS INC,Not Available,184 CONNECTICUT ST,2ND FL,14213,9/14/20,10/31/22,CLUB SERVING LIQUOR WINE AND BEER CIDER,Not Available,Not Available
1121964,AX,122,920418,A.M.I.S. FOOD LLC,KEY FOOD,643-657 NOSTRAND AVE,ST MARKS & PROSPECT,11216,8/8/19,9/30/22,GROCERY STORE SELLING BEER WINE & CIDER PRODUCTS,Not Available,Not Available
3152891,OP,252,928798,BARLEY DOG LLC,EBC WEST,34 W MAIN ST,Not Available,14063,11/24/20,11/30/22,RESTAURANT SERVING BEER WINE LIQUOR & CIDER,Not Available,Not Available
3001999,AX,122,924719,FORTS GROCERY INC,SHOP N SAVE,10 BUFFALO ST,Not Available,14070,2/13/20,2/28/23,GROCERY STORE SELLING BEER AND WINE CIDER PRODUCTS,Not Available,Not Available
1275116,AX,122,922245,ROYAL PETROLEUM MANAGEMENT INC,Not Available,1 E 233RD ST,Not Available,10470,11/8/19,12/31/22,GROCERY STORE SELLING BEER WINE & CIDER PRODUCTS,Not Available,Not Available
1208821,OP,252,928713,ARRIBA ARRIBA SUNNYSIDE INC,Not Available,40 15 QUEENS BLVD,40TH ST & 41ST ST,11104,11/23/20,11/30/22,RESTAURANT SERVING BEER CIDER WINE & LIQUOR,Sunday through Wednesday 12:00 PM - 2:00 AM Thursday through Saturday 12:00 PM - 4:00 AM,Recorded and Radio Music No Dancing Food Served
2205847,WS,308,922079,VINUM CELLARS INC,VINUM CELLARS INC,7830-40 ST HELENA HWY,STE 21,94562,11/1/19,10/31/22,DIRECT WINE SHIPPER,Not Available,Not Available
1123950,L,222,924966,ABC DISCOUNT LIQUOR & WINE INC,HILLSIDE LIQUOR,185 02 HILLSIDE AVE,HILLSIDE AVE  185 & 186TH ST,11432,3/2/20,2/28/23,LIQUOR STORE SELLING WINE AND LIQUOR,Not Available,Not Available
2007286,TL,252,926087,BEAR TRAP INC,BEAR TRAP,6453 NYS RTE 30,Not Available,12842,9/15/20,9/30/22,TAVERN RESTAURANT SERVING BEER WINE LIQUOR & CIDER,Not Available,Not Available
1195839,L,222,923766,2171 LIQUOR CORP,3RD AVENUE WINE & LIQUOR SUPERMARKET,2171 3RD AVENUE,118TH & 119TH STREETS,10035,1/3/20,1/31/23,LIQUOR STORE SELLING WINE & LIQUOR,Not Available,Not Available
1253024,L,222,932295,SAN PIETRO WINE & SPIRITS LLC,Not Available,12 DEPOT SQUARE,Not Available,10707,7/2/20,6/30/23,LIQUOR STORE SELLING LIQUORS & WINES,Not Available,Not Available
3004661,OP,252,926571,FOUNDING FATHERS INC,FOUNDING FATHERS PUB,75 EDWARD ST,Not Available,14202,9/28/20,9/30/22,TAVERN SERVING BEER WINE LIQUOR & CIDER,Not Available,Not Available
1279494,OP,252,925362,RED LOBSTER HOSPITALITY LLC,RED LOBSTER #0264,211 217 OLD COUNTRY RD,Not Available,11514,8/21/20,9/30/22,RESTAURANT SERVING BEER CIDER WINE & LIQUOR,Not Available,Not Available
3161507,OP,252,927444,EL CUBILETE II INC,Not Available,2050 CAYUGA DR EXT,T/O WHEATFIELD,14304,10/26/20,10/31/22,RESTAURANT SERVING LIQUOR WINE BEER AND CIDER,Recorded Music/Jukebox,Licensed Patio
1297875,OP,252,927036,EL NUEVO TENAMPA RESTAURANTE INC,Not Available,2765 WEBSTER AVE,Not Available,10458,10/14/20,10/31/22,RESTAURANT SERVING BEER WINE LIQUOR & CIDER,Not Available,Recorded Background Music Only; DJ; Juke Box
1311231,OP,252,925378,SSP AMERICA LGA LLC,TAP & POUR,LAGUARDIA AIRPORT,CENTRAL TERMINAL SPACE DF1,11371,8/24/20,8/31/22,RESTAURANT SERVING LIQUOR BEER WINE & CIDER,Not Available,Not Available
1314558,AX,122,904520,183 FOOD MARKET CORP,FOOD UNIVERSE MARKETPLACE,60 W 183RD ST,Not Available,10453,10/7/19,9/30/22,GROCERY STORE SELLING BEER AND WINE PRODUCTS,Not Available,Not Available
1276209,AX,122,938123,F & B ORGANIC DELI GROCERY INC,Not Available,728 DRIGGS AVE,Not Available,11211,11/17/20,12/31/23,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1044716,AX,122,920453,CHRISTOPHER STEPHENS,7 ELEVEN FOOD STORE #23367,145 HOSPITAL RD,Not Available,11772,8/9/19,9/30/22,CONVENIENCE STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
3163278,AX,128,916201,A PLUS CONVENIENCE STORES INC,7 ELEVEN STORE #35177A,755 DICK RD,Not Available,14225,1/15/20,12/31/22,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
